ID_1	ISSN	ShortName	LongName	Year	SciSS	ISI_Category	ISI	ImpactFactor	IF_percentile	Citation_2yr	Article_2yr	Citation_ALL	Eigenfactor	EF_percentile	ArticleInfluence	AI_percentile	Citation_5yr	SelfCitation_5yr	Article_5yr	Notes	ID_2	RowUpdate	CatName	CatID	Price	Country	First_Pub	Publisher	normPrice	CE	EFn
NULL	1470-7330	CANCER IMAGING	CANCER IMAGING	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.00211122	0.497679	0.764126	0.688482	410	NULL	174	NULL	0	2016-02-10 17:40:35	RADIOLOGY	92	0.00		0		NULL	NULL	0.236457
NULL	0340-7004	CANCER IMMUNOL IMMUN	CANCER IMMUNOLOGY IMMUNOTHERAPY	2014	Sci	DM NI	ISI	NULL	NULL	NULL	NULL	NULL	0.0149636	0.881071	1.06122	0.813125	3125	NULL	888	NULL	0	2016-02-10 17:40:35	MOLECULAR AND CELL BIOLOGY	1	5333.00	Germany	1976	Springer-Verlag	NULL	NULL	1.67592
NULL	2326-6066	CANCER IMMUNOL RES	Cancer Immunology Research	2014	NULL	DM	ISI	NULL	NULL	NULL	NULL	NULL	0.00115192	0.341161	1.48049	0.895536	169	NULL	49	NULL	0	2016-02-10 17:40:35	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.129015
NULL	0735-7907	CANCER INVEST	CANCER INVESTIGATION	2014	Sci	DM	ISI	NULL	NULL	NULL	NULL	NULL	0.00425779	0.666161	0.495642	0.495179	1048	NULL	541	NULL	0	2016-02-10 17:40:35	ONCOLOGY	13	4065.00	United-States	1983	Taylor-&-Francis-Inc	NULL	NULL	0.476873
NULL	1528-9117	CANCER J	CANCER JOURNAL	2014	Sci	DM	ISI	NULL	NULL	NULL	NULL	NULL	0.00748668	0.777857	1.24732	0.860625	1299	NULL	378	NULL	0	2016-02-10 17:40:35	ONCOLOGY	13	534.00	United-States	1995	Jones-and-Bartlett-Publishers	NULL	NULL	0.838508
NULL	0304-3835	CANCER LETT	CANCER LETTERS	2014	Sci	DM	ISI	NULL	NULL	NULL	NULL	NULL	0.0393094	0.960625	1.23841	0.85875	9537	NULL	1999	NULL	0	2016-02-10 17:40:35	MOLECULAR AND CELL BIOLOGY	1	7087.00	Ireland	1975	Elsevier-Ireland-Ltd	NULL	NULL	4.40265
NULL	2045-7634	CANCER MED-US	Cancer Medicine	2014	NULL	DM	ISI	NULL	NULL	NULL	NULL	NULL	0.00164686	0.431339	0.773987	0.694554	331	NULL	134	NULL	0	2016-02-10 17:40:35	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.184449
NULL	0167-7659	CANCER METAST REV	CANCER AND METASTASIS REVIEWS	2014	Sci	DM	ISI	NULL	NULL	NULL	NULL	NULL	0.0110524	0.842232	2.78419	0.964196	2267	NULL	250	NULL	0	2016-02-10 17:40:35	MOLECULAR AND CELL BIOLOGY	1	823.00	United-States	1981	Springer-New-York-LLC	NULL	NULL	1.23787
NULL	0162-220X	CANCER NURS	CANCER NURSING	2014	Sci SS	DM RZ	ISI	NULL	NULL	NULL	NULL	NULL	0.00399441	0.652589	0.672608	0.628661	725	NULL	374	NULL	0	2016-02-10 17:40:35	ONCOLOGY	13	372.51	United-States	1978	Lippincott-Williams-&-Wilkins	NULL	NULL	0.447374
NULL	1940-6207	CANCER PREV RES	Cancer Prevention Research	2014	Sci	DM	ISI	NULL	NULL	NULL	NULL	NULL	0.0184585	0.906429	1.46775	0.894286	3429	NULL	792	NULL	0	2016-02-10 17:40:35	ONCOLOGY	13	0.00		0		NULL	NULL	2.06735
NULL	1278-3218	CANCER RADIOTHER	Cancer Radiotherapie	2014	Sci	DM VY	ISI	NULL	NULL	NULL	NULL	NULL	0.00121222	0.355268	0.145412	0.133393	250	NULL	525	NULL	0	2016-02-10 17:40:35	ONCOLOGY	13	432.00		0		NULL	NULL	0.135768
NULL	0008-5472	CANCER RES	CANCER RESEARCH	2014	Sci	DM	ISI	NULL	NULL	NULL	NULL	NULL	0.211554	0.996518	3.12599	0.969554	37545	NULL	4262	NULL	0	2016-02-10 17:40:35	MOLECULAR AND CELL BIOLOGY	1	2050.00	United-States	1941	American-Association-for-Cancer-Research	NULL	NULL	23.694
NULL	1598-2998	CANCER RES TREAT	Cancer Research and Treatment	2014	NULL	DM	ISI	NULL	NULL	NULL	NULL	NULL	0.00212561	0.499821	0.652997	0.615893	481	NULL	205	NULL	0	2016-02-10 17:40:35	ONCOLOGY	13	NULL	NULL	NULL	NULL	NULL	NULL	0.238068
NULL	1347-9032	CANCER SCI	CANCER SCIENCE	2014	Sci	DM	ISI	NULL	NULL	NULL	NULL	NULL	0.0255316	0.934554	1.0307	0.801339	5806	NULL	1560	NULL	0	2016-02-10 17:40:35	MOLECULAR AND CELL BIOLOGY	1	1264.00	Japan	1907	Blackwell-Publishing-Japan	NULL	NULL	2.85954
NULL	0305-7372	CANCER TREAT REV	CANCER TREATMENT REVIEWS	2014	Sci	DM	ISI	NULL	NULL	NULL	NULL	NULL	0.0138791	0.870804	1.88782	0.930982	2969	NULL	463	NULL	0	2016-02-10 17:40:35	ONCOLOGY	13	640.00	United-Kingdom	1974	W-B--Saunders-Co--Ltd	NULL	NULL	1.55446
NULL	0008-543X	CANCER-AM CANCER SOC	CANCER	2014	Sci	DM	ISI	NULL	NULL	NULL	NULL	NULL	0.09433	0.988036	2.00832	0.938482	15371	NULL	2958	NULL	0	2016-02-10 17:40:35	ONCOLOGY	13	847.00	United-States	1948	John-Wiley-&-Sons,-Inc--	NULL	NULL	10.565
NULL	0373-2967	CANDOLLEA	CANDOLLEA	2014	Sci	DE	ISI	NULL	NULL	NULL	NULL	NULL	0.00031109	0.102679	0.116616	0.103214	59	NULL	168	NULL	0	2016-02-10 17:40:35	ECOLOGY AND EVOLUTION	6	145.41		0		NULL	NULL	0.0348421
NULL	0144-8617	CARBOHYD POLYM	CARBOHYDRATE POLYMERS	2014	Sci	DW EE UY	ISI	NULL	NULL	NULL	NULL	NULL	0.0508065	0.971964	0.783073	0.698214	14898	NULL	4086	NULL	0	2016-02-10 17:40:35	FOOD SCIENCE	37	4047.00	United-Kingdom	1981	Pergamon	NULL	NULL	5.69033
NULL	0008-6215	CARBOHYD RES	CARBOHYDRATE RESEARCH	2014	Sci	CQ DW EE	ISI	NULL	NULL	NULL	NULL	NULL	0.0139504	0.871875	0.50318	0.501696	3485	NULL	1746	NULL	0	2016-02-10 17:40:35	PHYSICS AND CHEMISTRY	137	9307.00	United-Kingdom	1965	Pergamon	NULL	NULL	1.56244
NULL	0008-6223	CARBON	CARBON	2014	Sci	EI B1	ISI	NULL	NULL	NULL	NULL	NULL	0.0732232	0.983304	1.46253	0.894018	19181	NULL	3153	NULL	0	2016-02-10 17:40:35	PHYSICS AND CHEMISTRY	137	4239.00	United-Kingdom	1963	Pergamon	NULL	NULL	8.201
NULL	1976-4251	CARBON LETT	Carbon Letters	2014	NULL	PM	ISI	NULL	NULL	NULL	NULL	NULL	0.00052914	0.173839	0.416544	0.421875	166	NULL	80	NULL	0	2016-02-10 17:40:35	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.0592637
NULL	1758-3004	CARBON MANAG	Carbon Management	2014	NULL	JA	ISI	NULL	NULL	NULL	NULL	NULL	0.00161079	0.425714	0.768503	0.690804	237	NULL	132	NULL	0	2016-02-10 17:40:35	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	0.180408
NULL	0891-2556	CARBONATE EVAPORITE	CARBONATES AND EVAPORITES	2014	Sci	KY	ISI	NULL	NULL	NULL	NULL	NULL	0.000407756	0.135982	0.174688	0.165268	84	NULL	147	NULL	0	2016-02-10 17:40:35	NULL	0	418.00	United-States	1986	Northeastern-Science-Foundation,-Inc	NULL	NULL	0.0456687
NULL	0143-3334	CARCINOGENESIS	CARCINOGENESIS	2014	Sci	DM	ISI	NULL	NULL	NULL	NULL	NULL	0.0353363	0.955357	1.56166	0.904911	7848	NULL	1425	NULL	0	2016-02-10 17:40:35	MOLECULAR AND CELL BIOLOGY	1	1942.00	United-Kingdom	1980	Oxford-University-Press	NULL	NULL	3.95767
NULL	0733-8651	CARDIOL CLIN	CARDIOLOGY CLINICS	2014	Sci	DQ	ISI	NULL	NULL	NULL	NULL	NULL	0.00157264	0.42	0.410953	0.416964	272	NULL	241	NULL	0	2016-02-10 17:40:35	MEDICINE	2	458.00		0		NULL	NULL	0.176135
NULL	1897-5593	CARDIOL J	Cardiology Journal	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.00261877	0.549554	0.358526	0.369554	522	NULL	460	NULL	0	2016-02-10 17:40:35	MEDICINE	2	0.00		0		NULL	NULL	0.293302
NULL	1061-5377	CARDIOL REV	Cardiology in Review	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.00285768	0.571071	0.877891	0.745893	544	NULL	205	NULL	0	2016-02-10 17:40:35	MEDICINE	2	0.00		0		NULL	NULL	0.32006
NULL	1047-9511	CARDIOL YOUNG	CARDIOLOGY IN THE YOUNG	2014	Sci	DQ TQ	ISI	NULL	NULL	NULL	NULL	NULL	0.00381323	0.640893	0.359499	0.370625	583	NULL	668	NULL	0	2016-02-10 17:40:35	MEDICINE	2	1070.00	United-Kingdom	1990	Cambridge-University-Press	NULL	NULL	0.427081
NULL	0008-6312	CARDIOLOGY	CARDIOLOGY	2014	Sci	DQ	ISI	NULL	NULL	NULL	NULL	NULL	0.00535495	0.715179	0.686839	0.637411	977	NULL	491	NULL	0	2016-02-10 17:40:35	MEDICINE	2	3768.00	Switzerland	1937	S--Karger-AG	NULL	NULL	0.599754
NULL	1664-3828	CARDIORENAL MED	CardioRenal Medicine	2014	NULL	DQ	ISI	NULL	NULL	NULL	NULL	NULL	0.00082491	0.262679	0.577225	0.560804	162	NULL	90	NULL	0	2016-02-10 17:40:35	MEDICINE	2	NULL	NULL	NULL	NULL	NULL	NULL	0.0923899
NULL	1475-2840	CARDIOVASC DIABETOL	Cardiovascular Diabetology	2014	Sci	DQ IA	ISI	NULL	NULL	NULL	NULL	NULL	0.00806272	0.791429	0.840671	0.729464	1762	NULL	604	NULL	0	2016-02-10 17:40:35	MEDICINE	2	0.00		0		NULL	NULL	0.903025
NULL	0920-3206	CARDIOVASC DRUG THER	CARDIOVASCULAR DRUGS AND THERAPY	2014	Sci	DQ TU	ISI	NULL	NULL	NULL	NULL	NULL	0.00343191	0.613839	0.831272	0.724018	729	NULL	260	NULL	0	2016-02-10 17:40:35	MEDICINE	2	968.00	United-States	1987	Springer-New-York-LLC	NULL	NULL	0.384374
NULL	0174-1551	CARDIOVASC INTER RAD	CARDIOVASCULAR AND INTERVENTIONAL RADIOLOGY	2014	Sci	DQ VY	ISI	NULL	NULL	NULL	NULL	NULL	0.00954822	0.820804	0.578189	0.561875	1714	NULL	1040	NULL	0	2016-02-10 17:40:35	RADIOLOGY	92	1086.00	United-States	1978	Springer-New-York-LLC	NULL	NULL	1.0694
NULL	1995-1892	CARDIOVASC J AFR	Cardiovascular Journal of Africa	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.00127063	0.366964	0.208386	0.203839	285	NULL	384	NULL	0	2016-02-10 17:40:35	MEDICINE	2	0.00		0		NULL	NULL	0.142311
NULL	1054-8807	CARDIOVASC PATHOL	CARDIOVASCULAR PATHOLOGY	2014	Sci	DQ TM	ISI	NULL	NULL	NULL	NULL	NULL	0.00331689	0.605625	0.708092	0.652411	608	NULL	295	NULL	0	2016-02-10 17:40:35	MEDICINE	2	739.00	United-States	1992	Elsevier-Inc	NULL	NULL	0.371491
NULL	0008-6363	CARDIOVASC RES	CARDIOVASCULAR RESEARCH	2014	Sci	DQ	ISI	NULL	NULL	NULL	NULL	NULL	0.0396967	0.960982	1.92602	0.933839	7429	NULL	1298	NULL	0	2016-02-10 17:40:35	MOLECULAR AND CELL BIOLOGY	1	1484.00	Netherlands	1967	Elsevier-BV	NULL	NULL	4.44603
NULL	1755-5914	CARDIOVASC THER	Cardiovascular Therapeutics	2014	Sci	DQ TU	ISI	NULL	NULL	NULL	NULL	NULL	0.00321475	0.598839	0.725645	0.665357	667	NULL	279	NULL	0	2016-02-10 17:40:35	MEDICINE	2	516.00		0		NULL	NULL	0.360052
NULL	1530-7905	CARDIOVASC TOXICOL	Cardiovascular Toxicology	2014	Sci	DQ YO	ISI	NULL	NULL	NULL	NULL	NULL	0.00135174	0.381161	0.457679	0.462679	310	NULL	186	NULL	0	2016-02-10 17:40:35	MOLECULAR AND CELL BIOLOGY	1	691.00		0		NULL	NULL	0.151395
NULL	1476-7120	CARDIOVASC ULTRASOUN	Cardiovascular Ultrasound	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.00194685	0.475446	0.488473	0.488304	337	NULL	251	NULL	0	2016-02-10 17:40:35	MEDICINE	2	0.00		0		NULL	NULL	0.218047
NULL	1362-0436	CAREER DEV INT	Career Development International	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.00151121	0.409732	0.546961	0.537232	270	NULL	174	NULL	0	2016-02-10 17:40:35	MARKETING	122	0.00		0		NULL	NULL	0.169255
NULL	0889-4019	CAREER DEV Q	CAREER DEVELOPMENT QUARTERLY	2014	SS	NQ	ISI	NULL	NULL	NULL	NULL	NULL	0.000664423	0.215625	0.296761	0.302232	93	NULL	141	NULL	0	2016-02-10 17:40:35	MARKETING	122	100.00	United-States	1952	American-Counseling-Association	NULL	NULL	0.0744154
NULL	0008-6452	CARIBB J SCI	CARIBBEAN JOURNAL OF SCIENCE	2014	Sci	BD	ISI	NULL	NULL	NULL	NULL	NULL	0.000266392	0.0866964	0.19972	0.193571	47	NULL	84	NULL	0	2016-02-10 17:40:35	ECOLOGY AND EVOLUTION	6	100.00	Puerto-Rico	1961	Universidad-de-Puerto-Rico-a-Mayaguez-	NULL	NULL	0.0298359
NULL	0008-6568	CARIES RES	CARIES RESEARCH	2014	Sci	FY	ISI	NULL	NULL	NULL	NULL	NULL	0.00463816	0.684107	0.856589	0.736518	957	NULL	341	NULL	0	2016-02-10 17:40:35	DENTISTRY	47	1408.00	Switzerland	1967	S--Karger-AG	NULL	NULL	0.519474
NULL	1634-0744	CARNETS GEOL	CARNETS DE GEOLOGIE	2014	NULL	KY	ISI	NULL	NULL	NULL	NULL	NULL	0.000199622	0.0639286	0.196431	0.190179	31	NULL	64	NULL	0	2016-02-10 17:40:35	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	0.0223577
NULL	1842-4090	CARPATH J EARTH ENV	Carpathian Journal of Earth and Environmental Sciences	2014	Sci	JA	ISI	NULL	NULL	NULL	NULL	NULL	0.000527282	0.172857	0.102174	0.0883036	135	NULL	325	NULL	0	2016-02-10 17:40:35	NULL	0	0.00		0		NULL	NULL	0.0590556
NULL	1584-2851	CARPATHIAN J MATH	Carpathian Journal of Mathematics	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.00061593	0.201964	0.255193	0.25625	96	NULL	152	NULL	0	2016-02-10 17:40:35	MATHEMATICS	8	0.00		0		NULL	NULL	0.0689842
NULL	1947-6043	CARTILAGE	Cartilage	2014	NULL	TC	ISI	NULL	NULL	NULL	NULL	NULL	0.00111101	0.332321	0.451407	0.456071	203	NULL	155	NULL	0	2016-02-10 17:40:35	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.124433
NULL	1523-0406	CARTOGR GEOGR INF SC	Cartography and Geographic Information Science	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.000743197	0.238571	0.349285	0.358839	113	NULL	134	NULL	0	2016-02-10 17:40:35	NULL	0	0.00		0		NULL	NULL	0.0832381
NULL	0008-7041	CARTOGR J	CARTOGRAPHIC JOURNAL	2014	SS	KU	ISI	NULL	NULL	NULL	NULL	NULL	0.000463818	0.153214	0.174909	0.165714	65	NULL	167	NULL	0	2016-02-10 17:40:35	NULL	0	506.50	United-Kingdom	1964	Maney-Publishing	NULL	NULL	0.0519476
NULL	0008-7114	CARYOLOGIA	CARYOLOGIA	2014	Sci	KM	ISI	NULL	NULL	NULL	NULL	NULL	0.0006507	0.211339	0.168638	0.159107	152	NULL	243	NULL	0	2016-02-10 17:40:35	ECOLOGY AND EVOLUTION	6	318.24	Italy	1948	Universita-degli-Studi-di-Firenze-	NULL	NULL	0.0728784
NULL	0008-7475	CASTANEA	CASTANEA	2014	Sci	DE	ISI	NULL	NULL	NULL	NULL	NULL	0.000261938	0.0850893	0.103749	0.0900893	51	NULL	159	NULL	0	2016-02-10 17:40:35	ECOLOGY AND EVOLUTION	6	65.00	United-States	1936	Southern-Appalachian-Botanical-Society	NULL	NULL	0.0293371
NULL	1566-7367	CATAL COMMUN	CATALYSIS COMMUNICATIONS	2014	Sci	EI	ISI	NULL	NULL	NULL	NULL	NULL	0.0199438	0.913661	0.705616	0.650714	6160	NULL	1780	NULL	0	2016-02-10 17:40:35	PHYSICS AND CHEMISTRY	137	934.00	UNITED STATES	0		NULL	NULL	2.2337
NULL	1011-372X	CATAL LETT	CATALYSIS LETTERS	2014	Sci	EI	ISI	NULL	NULL	NULL	NULL	NULL	0.0122467	0.854286	0.551295	0.542232	3264	NULL	1399	NULL	0	2016-02-10 17:40:35	PHYSICS AND CHEMISTRY	137	3861.00	United-States	1988	Springer-New-York-LLC	NULL	NULL	1.37164
NULL	0161-4940	CATAL REV	CATALYSIS REVIEWS-SCIENCE AND ENGINEERING	2014	Sci	EI	ISI	NULL	NULL	NULL	NULL	NULL	0.00179121	0.454375	2.82012	0.964554	407	NULL	40	NULL	0	2016-02-10 17:40:35	PHYSICS AND CHEMISTRY	137	1670.40	United-States	1959	Taylor-&-Francis-Inc	NULL	NULL	0.200615
NULL	2044-4753	CATAL SCI TECHNOL	Catalysis Science & Technology	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.0165989	0.893125	1.1706	0.843125	4585	NULL	893	NULL	0	2016-02-10 17:40:35	PHYSICS AND CHEMISTRY	137	0.00		0		NULL	NULL	1.85908
NULL	1571-1013	CATAL SURV ASIA	CATALYSIS SURVEYS FROM ASIA	2014	Sci	EI	ISI	NULL	NULL	NULL	NULL	NULL	0.000828991	0.264018	0.593264	0.572857	251	NULL	88	NULL	0	2016-02-10 17:40:35	PHYSICS AND CHEMISTRY	137	475.00	UNITED STATES	0		NULL	NULL	0.092847
NULL	0920-5861	CATAL TODAY	CATALYSIS TODAY	2014	Sci	DW EI II	ISI	NULL	NULL	NULL	NULL	NULL	0.0372998	0.957768	0.899665	0.755357	9819	NULL	2611	NULL	0	2016-02-10 17:40:35	PHYSICS AND CHEMISTRY	137	6056.00	Netherlands	1987	Elsevier-BV	NULL	NULL	4.17758
NULL	2073-4344	CATALYSTS	Catalysts	2014	NULL	EI	ISI	NULL	NULL	NULL	NULL	NULL	0.000797706	0.254732	0.50237	0.501071	197	NULL	100	NULL	0	2016-02-10 17:40:35	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.0893431
NULL	0341-8162	CATENA	CATENA	2014	Sci	A5 A4 ZR	ISI	NULL	NULL	NULL	NULL	NULL	0.00830321	0.797143	0.827389	0.7225	1644	NULL	632	NULL	0	2016-02-10 17:40:35	NULL	0	1851.00	Netherlands	1973	Elsevier-BV	NULL	NULL	0.929959
NULL	1522-1946	CATHETER CARDIO INTE	CATHETERIZATION AND CARDIOVASCULAR INTERVENTIONS	2014	Sci	DQ	ISI	NULL	NULL	NULL	NULL	NULL	0.020057	0.914196	0.759091	0.685268	2959	NULL	1664	NULL	0	2016-02-10 17:40:35	MEDICINE	2	4125.00	United-States	1975	John-Wiley-&-Sons,-Inc--	NULL	NULL	2.24638
NULL	Jul-86	CATHOL U LAW REV	NULL	2014	NULL	NULL	ISI	NULL	NULL	NULL	NULL	NULL	0.000327694	0.108661	0.128181	0.114018	52	NULL	161	NULL	0	2016-02-10 17:40:35	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.0367017
NULL	0969-1251	CATTLE PRACT	CATTLE PRACTICE	2014	Sci	ZC	ISI	NULL	NULL	NULL	NULL	NULL	0.000126818	0.0377679	0.0422572	0.0291964	24	NULL	189	NULL	0	2016-02-10 17:40:35	VETERINARY	38	208.00		0		NULL	NULL	0.0142036
NULL	1931-7913	CBE-LIFE SCI EDUC	CBE-Life Sciences Education	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.00214127	0.501786	0.561878	0.55	256	NULL	240	NULL	0	2016-02-10 17:40:35	EDUCATION	29	0.00		0		NULL	NULL	0.239823
NULL	1023-4063	CCAMLR SCI	CCAMLR SCIENCE	2014	Sci	JU	ISI	NULL	NULL	NULL	NULL	NULL	0.000302166	0.0995536	0.359047	0.370357	48	NULL	53	NULL	0	2016-02-10 17:40:35	ECOLOGY AND EVOLUTION	6	0.00	AUSTRALIA	0		NULL	NULL	0.0338426
NULL	0923-2958	CELEST MECH DYN ASTR	CELESTIAL MECHANICS & DYNAMICAL ASTRONOMY	2014	Sci	BU B4	ISI	NULL	NULL	NULL	NULL	NULL	0.00370038	0.632589	0.685407	0.63625	420	NULL	340	NULL	0	2016-02-10 17:40:35	ASTRONOMY AND ASTROPHYSICS	21	2347.00	Netherlands	1969	Springer-Verlag-Dordrecht	NULL	NULL	0.414443
NULL	0092-8674	CELL	CELL	2014	Sci	CQ DR	ISI	NULL	NULL	NULL	NULL	NULL	0.577035	0.999286	19.3606	0.999196	64656	NULL	1877	NULL	0	2016-02-10 17:40:35	MOLECULAR AND CELL BIOLOGY	1	1425.00	United-States	1974	Cell-Press	NULL	NULL	64.6279
NULL	1933-6918	CELL ADHES MIGR	Cell Adhesion & Migration	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.00646496	0.752054	1.21173	0.852589	1129	NULL	336	NULL	0	2016-02-10 17:40:35	MOLECULAR AND CELL BIOLOGY	1	0.00		0		NULL	NULL	0.724075
NULL	1085-9195	CELL BIOCHEM BIOPHYS	CELL BIOCHEMISTRY AND BIOPHYSICS	2014	Sci	CQ DA DR	ISI	NULL	NULL	NULL	NULL	NULL	0.00556973	0.723214	0.558542	0.547321	1249	NULL	628	NULL	0	2016-02-10 17:40:35	MOLECULAR AND CELL BIOLOGY	1	1244.00	United-States	1979	Humana-Press,-Inc	NULL	NULL	0.62381
NULL	0263-6484	CELL BIOCHEM FUNCT	CELL BIOCHEMISTRY AND FUNCTION	2014	Sci	CQ DR	ISI	NULL	NULL	NULL	NULL	NULL	0.00353184	0.620268	0.483531	0.484821	857	NULL	460	NULL	0	2016-02-10 17:40:35	MOLECULAR AND CELL BIOLOGY	1	2765.00	United-Kingdom	1983	John-Wiley-&-Sons-Ltd-	NULL	NULL	0.395566
NULL	1065-6995	CELL BIOL INT	CELL BIOLOGY INTERNATIONAL	2014	Sci	DR	ISI	NULL	NULL	NULL	NULL	NULL	0.00593626	0.734911	0.450961	0.455536	1339	NULL	829	NULL	0	2016-02-10 17:40:35	MOLECULAR AND CELL BIOLOGY	1	1057.00	United-Kingdom	1977	Academic-Press	NULL	NULL	0.664861
NULL	0742-2091	CELL BIOL TOXICOL	CELL BIOLOGY AND TOXICOLOGY	2014	Sci	DR YO	ISI	NULL	NULL	NULL	NULL	NULL	0.00186877	0.466339	0.609788	0.585714	459	NULL	193	NULL	0	2016-02-10 17:40:35	ENVIRONMENTAL HEALTH	84	702.00	Netherlands	1984	Springer-Verlag-Dordrecht	NULL	NULL	0.209302
NULL	2045-3701	CELL BIOSCI	Cell and Bioscience	2014	NULL	CQ	ISI	NULL	NULL	NULL	NULL	NULL	0.00203368	0.487321	1.04979	0.809286	394	NULL	122	NULL	0	2016-02-10 17:40:35	MOLECULAR AND CELL BIOLOGY	1	NULL	NULL	NULL	NULL	NULL	NULL	0.227772
NULL	0143-4160	CELL CALCIUM	CELL CALCIUM	2014	Sci	DR	ISI	NULL	NULL	NULL	NULL	NULL	0.00980608	0.824464	1.24007	0.859464	1751	NULL	498	NULL	0	2016-02-10 17:40:35	MOLECULAR AND CELL BIOLOGY	1	1758.00	United-Kingdom	1980	Churchill-Livingstone	NULL	NULL	1.09828
NULL	0576-9787	CELL CHEM TECHNOL	CELLULOSE CHEMISTRY AND TECHNOLOGY	2014	Sci	PJ	ISI	NULL	NULL	NULL	NULL	NULL	0.00209983	0.49625	0.383307	0.392054	321	NULL	345	NULL	0	2016-02-10 17:40:35	WOOD PRODUCTS	63	870.00		0		NULL	NULL	0.235181
NULL	1541-9061	CELL COMMUN ADHES	CELL COMMUNICATION AND ADHESION	2014	Sci	CQ DR	ISI	NULL	NULL	NULL	NULL	NULL	0.000409263	0.136964	0.444381	0.448929	105	NULL	58	NULL	0	2016-02-10 17:40:35	MOLECULAR AND CELL BIOLOGY	1	1405.00	United-States	1993	Taylor-&-Francis-Inc	NULL	NULL	0.0458375
NULL	1478-811X	CELL COMMUN SIGNAL	Cell Communication and Signaling	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.00530795	0.712679	1.55478	0.904643	1039	NULL	215	NULL	0	2016-02-10 17:40:35	MOLECULAR AND CELL BIOLOGY	1	0.00		0		NULL	NULL	0.59449
NULL	1538-4101	CELL CYCLE	CELL CYCLE	2014	Sci	DR	ISI	NULL	NULL	NULL	NULL	NULL	0.056219	0.975357	1.58412	0.907411	9685	NULL	2235	NULL	0	2016-02-10 17:40:35	MOLECULAR AND CELL BIOLOGY	1	2500.00	United-States	0	Landes-Bioscience	NULL	NULL	6.29653
NULL	1350-9047	CELL DEATH DIFFER	CELL DEATH AND DIFFERENTIATION	2014	Sci	CQ DR	ISI	NULL	NULL	NULL	NULL	NULL	0.0406983	0.961875	3.02247	0.968125	6891	NULL	848	NULL	0	2016-02-10 17:40:35	MOLECULAR AND CELL BIOLOGY	1	1596.00	United-Kingdom	1994	Nature-Publishing-Group	NULL	NULL	4.55821
NULL	2041-4889	CELL DEATH DIS	Cell Death & Disease	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.0234174	0.926875	1.60649	0.91	4596	NULL	918	NULL	0	2016-02-10 17:40:35	MOLECULAR AND CELL BIOLOGY	1	0.00		0		NULL	NULL	2.62275
NULL	1747-1028	CELL DIV	Cell Division	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.0018508	0.463304	1.06933	0.815357	314	NULL	109	NULL	0	2016-02-10 17:40:35	MOLECULAR AND CELL BIOLOGY	1	0.00		0		NULL	NULL	0.207289
NULL	1931-3128	CELL HOST MICROBE	Cell Host & Microbe	2014	Sci	QU	ISI	NULL	NULL	NULL	NULL	NULL	0.0518497	0.9725	6.24346	0.989107	6611	NULL	523	NULL	0	2016-02-10 17:40:35	MOLECULAR AND CELL BIOLOGY	1	1144.00		0		NULL	NULL	5.80716
NULL	0008-8749	CELL IMMUNOL	CELLULAR IMMUNOLOGY	2014	Sci	DR NI	ISI	NULL	NULL	NULL	NULL	NULL	0.00636613	0.749554	0.549204	0.540179	1365	NULL	730	NULL	0	2016-02-10 17:40:35	MOLECULAR AND CELL BIOLOGY	1	4333.00	United-States	1970	Academic-Press	NULL	NULL	0.713007
NULL	2228-5806	CELL J	Cell Journal	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.000387339	0.129018	0.210288	0.20625	110	NULL	116	NULL	0	2016-02-10 17:40:35	FOOD SCIENCE	37	0.00		0		NULL	NULL	0.043382
NULL	1550-4131	CELL METAB	Cell Metabolism	2014	Sci	DR IA	ISI	NULL	NULL	NULL	NULL	NULL	0.0791933	0.984554	7.91642	0.993214	10633	NULL	630	NULL	0	2016-02-10 17:40:35	MOLECULAR AND CELL BIOLOGY	1	1143.00		0		NULL	NULL	8.86965
